name,category,address_std,gu,sigu,lat,lng,is_valid_location,COL_ADM_SE,station,station_exit,station_detail
소망스웨디시,로드샵,서울특별시 서초구 남부순환로 지하 2585,서초구,서울특별시 서초구,37.4850169,127.0335328,FALSE,11220,양재역,양재역 2번출구,양재역2번출구
히트1인샵,1인샵,서울특별시 강북구 도봉로 지하 338,강북구,서울특별시 강북구,37.63825837,127.0256679,FALSE,11090,수유역,수유역 7번출구,수유역 7번출구 도보4분
수유역1인샵,1인샵,서울특별시 강북구 도봉로 308,강북구,서울특별시 강북구,37.635605,127.023922,FALSE,11090,,,롯데시네마 수유점 도보3분
럭키,로드샵,서울특별시 강북구 노해로 1,강북구,서울특별시 강북구,37.635665,127.0228443,TRUE,11090,,,수유
아리1인샵,1인샵,서울특별시 강북구 도봉로 지하 338,강북구,서울특별시 강북구,37.63721797,127.0245544,FALSE,11090,수유역,수유역 5번출구,수유역 5번출구 도보8분
핑크스웨디시,1인샵,,,,37.48397623,126.9299559,FALSE,,신림역,신림역 2번출구,신림역 2번출구 도보2분
수아1인샵,1인샵,서울특별시 관악구 난곡로 310,관악구,서울특별시 관악구,37.4815378,126.9147686,TRUE,11210,,,난곡사거리 인근
비타민왁싱케어,1인샵,,관악구,서울특별시 관악구,37.48438578,126.9292546,FALSE,11210,신림역,신림역 5번출구,신림역 5번출구​
관악신림청담스웨디시,로드샵,서울특별시 관악구 관천로 43,관악구,서울특별시 관악구,37.4831741,126.9263947,TRUE,11210,,,B1
비타500여성전용,홈타이,서울특별시 관악구 과천대로 855,관악구,서울특별시 관악구,,,FALSE,11210,,,서울전지역
황실스웨디시,로드샵,서울특별시 관악구 신림로 347,관악구,서울특별시 관악구,37.48403437,126.9292266,FALSE,11210,신림역,신림역 4번출구,신림역 4번출구 도보3분
신림올데이스웨디시,1인샵,서울특별시 관악구 신림로65길 20,관악구,서울특별시 관악구,37.4851382,126.9283894,TRUE,11210,,,
해피테라피,로드샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48500665,126.9027511,FALSE,11170,구로디지털단지역,구로디지털단지역 6번출구,구로디지털단지역 6번출구 도보1분
신림동이브테라피,타이,서울특별시 관악구 신림로 347,관악구,서울특별시 관악구,37.4867897,126.9276112,FALSE,11210,신림역,,신림역과 당곡역 사이
콜라1인샵,1인샵,서울특별시 관악구 신림로 347,관악구,서울특별시 관악구,37.48470147,126.9298224,FALSE,11210,신림역,신림역 7번출구,신림역 7번출구 도보1분
하트1인샵,1인샵,서울특별시 동작구 남부순환로 지하 2089,동작구,서울특별시 동작구,37.47509132,126.981499,FALSE,11200,사당역,사당역 4번출구,사당역 4번출구 도보 2분
태양1인샵,1인샵,서울특별시 관악구 신림로 347,관악구,서울특별시 관악구,37.48403437,126.9292266,FALSE,11210,신림역,신림역 4번출구,신림역 4번출구
에스포톤1인샵,1인샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48588145,126.9010256,FALSE,11170,구로디지털단지역,구로디지털단지역 4번출구,구로디지털단지역 4번출구 도보1분
유빈1인샵,1인샵,서울특별시 구로구 경인로 688,구로구,서울특별시 구로구,37.50913625,126.8906234,FALSE,11170,신도림역,신도림역 5번출구,신도림역 5번출구
쉼터스웨디시,로드샵,서울특별시 구로구 구로중앙로 174,구로구,서울특별시 구로구,37.50215416,126.881982,FALSE,11170,구로역,구로역 1번출구,구로역 1번출구 도보5분
마야왁싱,왁싱,서울특별시 구로구 경인로 688,구로구,서울특별시 구로구,37.50790295,126.8917901,FALSE,11170,신도림역,신도림역 2번출구,신도림역 2번출구
다현1인샵,1인샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48588145,126.9010256,FALSE,11170,구로디지털단지역,구로디지털단지역 4번출구,구로디지털단지역 4번출구
썸바디테라피,로드샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48510649,126.9009136,FALSE,11170,구로디지털단지역,구로디지털단지역 2번출구,구로디지털단지역 2번출구 도보3분
미소스웨디시,로드샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48489108,126.9019145,FALSE,11170,구로디지털단지역,구로디지털단지역 1번출구,구로디지털단지역 1번출구
로얄타이,로드샵,서울특별시 구로구 경인로 688,구로구,서울특별시 구로구,37.50790295,126.8917901,FALSE,11170,신도림역,신도림역 2번출구,신도림역 2번출구 도보7분
썸1인샵,1인샵,서울특별시 노원구 동일로 지하 1662,노원구,서울특별시 노원구,37.67898388,127.0551982,FALSE,11110,수락산역,수락산역 6번출구,수락산역 6번출구
체리,왁싱,서울특별시 동대문구 왕산로40길 2,동대문구,서울특별시 동대문구,37.5797653,127.0448313,TRUE,11060,,,
삼동타이,1인샵,서울특별시 동대문구 왕산로 지하 1,동대문구,서울특별시 동대문구,37.578486,127.0270996,FALSE,11060,신설동역,,신설동역
미사아로마,1인샵,서울특별시 동대문구 왕산로 지하 1,동대문구,서울특별시 동대문구,37.578486,127.0270996,FALSE,11060,신설동역,,신설동역
나우테라피,로드샵,서울특별시 마포구 새창로 38,마포구,서울특별시 마포구,37.5511348,126.9583888,FALSE,11140,공덕역,,공덕역 부근
쿠키,로드샵,서울특별시 마포구 마포대로 지하 100,마포구,서울특별시 마포구,37.5511348,126.9583888,FALSE,11140,공덕역,,공덕역
밀크,로드샵,서울특별시 마포구 신촌로 지하 90,마포구,서울특별시 마포구,37.5543865,126.9377806,FALSE,11140,신촌역,,신촌역 부근
나우테라피,로드샵,서울특별시 마포구 새창로 40,마포구,서울특별시 마포구,37.5412415,126.9540505,TRUE,11140,,,지층
앤타아로마,로드샵,서울특별시 성북구 길음로 2,성북구,서울특별시 성북구,37.6043522,127.0246772,TRUE,11080,,,길음동
유라스웨디시,로드샵,서울특별시 양천구 오목로 지하 245,양천구,서울특별시 양천구,37.526072,126.864301,FALSE,11150,목동역,,목동역
레슨1인샵,1인샵,서울특별시 은평구 진관2로 지하 15-25,은평구,서울특별시 은평구,37.63727375,126.9189244,TRUE,11120,구파발역,구파발역 1번출구,구파발역 1번출구 도보5분
여자친구,타이,서울특별시 은평구 연서로 58,은평구,서울특별시 은평구,37.60423921,126.9159338,TRUE,11120,,,2층 힐링타이
장미왁싱1인샵,왁싱,서울특별시 은평구 통일로82길 6-5,은평구,서울특별시 은평구,37.61846291,126.9215161,FALSE,11120,연신내역,연신내역 4번출구,연신내역 4번출구 도보 3분
미니1인샵,1인샵,서울특별시 은평구 통일로 지하 849,은평구,서울특별시 은평구,37.618812,126.920842,FALSE,11120,연신내역,연신내역 1번출구,연신내역 1번출구
오션1인샵,1인샵,서울특별시 은평구 통일로 지하 849,은평구,서울특별시 은평구,37.61867434,126.9210628,FALSE,11120,연신내역,연신내역 5번출구,"연신내역 4번,5번출구 도보2분"
제이아로마,로드샵,서울특별시 은평구 통일로82길 6-5,은평구,서울특별시 은평구,37.61846291,126.9215161,FALSE,11120,연신내역,연신내역 4번출구,연신내역 4번출구 도보5분
1%테라피,로드샵,서울특별시 중구 다산로 지하 115,중구,서울특별시 중구,37.55497752,127.0109042,FALSE,11020,약수역,약수역 3번출구,약수역 3번출구 도보6분
헤라1인샵,1인샵,서울특별시 강동구 천호대로 지하 1097,강동구,서울특별시 강동구,37.5443765,127.1276202,FALSE,11250,강동역,,강동역 인근
해비아로마,로드샵,서울특별시 강동구 구천면로 77,강동구,서울특별시 강동구,37.5446679,127.1140379,TRUE,11250,,,강동/천호
꿀아로마,로드샵,서울특별시 강동구 양재대로 지하 1480,강동구,서울특별시 강동구,37.5396157,127.1459293,FALSE,11250,길동역,,길동역 부근
방콕스웨디시,로드샵,서울특별시 강동구 천호대로 지하 997,강동구,서울특별시 강동구,37.5443765,127.1276202,FALSE,11250,천호역,,천호역 도보10분
레몬테라피,로드샵,서울특별시 강동구 천호대로 지하 997,강동구,서울특별시 강동구,37.5443765,127.1276202,FALSE,11250,강동역,,강동역/천호역 인근
쿨타이,로드샵,서울특별시 강동구 천호대로 지하 997,강동구,서울특별시 강동구,37.5443765,127.1276202,FALSE,11250,천호역,,천호역 3분거리
NEW스웨디시,로드샵,서울특별시 강동구 양재대로 지하 1480,강동구,서울특별시 강동구,37.5396157,127.1459293,FALSE,11250,길동역,,길동역 인근
별이1인샵,1인샵,서울특별시 강서구 공항대로 지하 267,강서구,서울특별시 강서구,37.55884861,126.837504,FALSE,11160,발산역,발산역 1번출구,발산역1번출구
미래1인샵,1인샵,서울특별시 강서구 마곡중앙로 지하 135,강서구,서울특별시 강서구,37.567336,126.829497,FALSE,11160,,,마곡나루역 근처
연아1인샵,1인샵,서울특별시 강서구 공항대로 지하 267,강서구,서울특별시 강서구,37.5706297,126.8298909,FALSE,11160,발산역,,발산역 인근
쿨타이,타이,서울특별시 양천구 지양로 85,양천구,서울특별시 양천구,37.5226736,126.8325513,TRUE,11150,,,2층 쿨타이
세령1인샵,1인샵,서울특별시 강서구 마곡중앙로 지하 135,강서구,서울특별시 강서구,37.567336,126.829497,FALSE,11160,,,마곡나루역 근처
단비샵,로드샵,서울특별시 강서구 강서로 375,강서구,서울특별시 강서구,37.5591202,126.8381217,TRUE,11160,,,마곡동
시우1인샵,1인샵,서울특별시 강서구 마곡중앙로 지하 135,강서구,서울특별시 강서구,37.567336,126.829497,FALSE,11160,,,마곡나루역 인근
페라리스웨디시,로드샵,서울특별시 광진구 아차산로78길 162,광진구,서울특별시 광진구,37.5482549,127.1088096,TRUE,11050,,,지하1층
과일가게,로드샵,서울특별시 광진구 긴고랑로10길 18,광진구,서울특별시 광진구,37.5621617,127.0798918,TRUE,11050,군자역,군자역 1번출구,군자역 1번출구
심쿵테라피,로드샵,서울특별시 광진구 아차산로 384-1,광진구,서울특별시 광진구,37.5380692,127.0890292,FALSE,11050,구의역,구의역 4번출구,구의역 4번출구
방콕테라피,로드샵,서울특별시 광진구 광나루로 343,광진구,서울특별시 광진구,37.548551,127.068139,TRUE,11050,,,군자동
다바스웨디시,로드샵,서울특별시 구로구 구로중앙로28길 66,구로구,서울특별시 구로구,37.5000803,126.8893198,FALSE,11170,,,구로구 보건소 도보1분
유나비1인샵,로드샵,서울특별시 금천구 벚꽃로 309,금천구,서울특별시 금천구,37.4824123,126.8822401,TRUE,11180,,,가산디지털 부근
영아1인샵,1인샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,TRUE,11220,,,서초구 서초동
스타,로드샵,서울특별시 서초구 방배중앙로 173,서초구,서울특별시 서초구,37.4944751,126.9858508,TRUE,11220,,,방배동 카페골목
다정1인샵,1인샵,서울특별시 서초구 강남대로 48-3,서초구,서울특별시 서초구,37.4692725,127.0399029,TRUE,11220,,,양재동
낙원테라피,로드샵,서울특별시 서초구 매헌로 99,서초구,서울특별시 서초구,37.4697223,127.039453,FALSE,11220,양재시민의숲역,양재시민의숲역 3번출구,양재시민의숲 옆 3번출구
디올아로마,로드샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,TRUE,11220,,,서초구 서초동
캐슬스파,로드샵,서울특별시 서초구 과천대로 790,서초구,서울특별시 서초구,37.4615371,126.991632,TRUE,11220,,,서초구 방배동
별에스테틱,로드샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,TRUE,11220,,,서초동
낙원스웨디시,로드샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,TRUE,11220,,,서초구 서초동
블루아로마,로드샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,TRUE,11220,,,서초구 서초동
이지스웨디시,1인샵,서울특별시 송파구 송파대로 지하 179,송파구,서울특별시 송파구,37.48605122,127.122148,FALSE,11240,문정역,문정역 3번출구,문정역 3번출구 도보7길
송파 모카스파,로드샵,,송파구,서울특별시 송파구,37.5209922,127.0991094,FALSE,11240,몽촌토성역,,"몽촌토성역,잠실역 도보10분"
여신스파,로드샵,서울특별시 송파구 올림픽로 지하 383,송파구,서울특별시 송파구,37.517641,127.11274,FALSE,11240,몽촌토성역,몽촌토성역 3번출구,몽촌토성역 3번출구 도보 5분
주리1인샵,1인샵,서울특별시 송파구 송파대로 지하 82,송파구,서울특별시 송파구,37.47855999,127.1258271,FALSE,11240,장지역,장지역 4번출구,장지역 4번출구 도보5분
여왕1인샵,1인샵,,송파구,서울특별시 송파구,37.48657407,127.1218944,FALSE,11240,문정역,문정역 4번출구,문정역 4번출구 도보10분 문정역 4번출구 도보10분
송파 1인샵몽(夢)스웨디시,1인샵,서울특별시 송파구 올림픽로34길 5-13,송파구,서울특별시 송파구,37.5162865,127.1111665,TRUE,11240,,,상세주소 문의
갤럭시스파,로드샵,서울특별시 송파구 올림픽로 지하 140,송파구,서울특별시 송파구,37.5114473,127.084734,FALSE,11240,잠실새내역,잠실새내역 4번출구,잠실새내역 4번출구 도보5분
문정스웨디시,1인샵,서울특별시 송파구 법원로 55,송파구,서울특별시 송파구,37.47977784,127.1222846,FALSE,11240,,,문정 스타벅스 송파아이파크점 도보 1분
미미1인샵,1인샵,서울특별시 송파구 올림픽로 지하 23,송파구,서울특별시 송파구,37.51106482,127.0775231,FALSE,11240,종합운동장역,종합운동장역 9번출구,종합운동장역 9번출구 도보5분
하나1인샵,1인샵,서울특별시 송파구 올림픽로 지하 23,송파구,서울특별시 송파구,37.51106482,127.0775231,FALSE,11240,종합운동장역,종합운동장역 9번출구,종합운동장역 9번출구 도보5분
모모1인샵,1인샵,서울특별시 송파구 송파대로 지하 82,송파구,서울특별시 송파구,37.47855999,127.1258271,FALSE,11240,장지역,장지역 4번출구,장지역 4번출구 도보7분
Y테라피,로드샵,서울특별시 송파구 올림픽로 지하 383,송파구,서울특별시 송파구,37.51712755,127.1124198,FALSE,11240,몽촌토성역,몽촌토성역 3번출구,방이 몽촌토성역 3번출구 도보2분
립스틱테라피,로드샵,서울특별시 송파구 송파대로 지하 179,송파구,서울특별시 송파구,37.48605122,127.122148,FALSE,11240,문정역,문정역 3번출구,문정역 3번출구 도보3분
태이1인샵,1인샵,서울특별시 송파구 잠실역광장 24,송파구,서울특별시 송파구,37.51450833,127.1045716,FALSE,11240,잠실역,잠실역 10번출구,잠실역 10번출구 도보5분
빛나1인샵,1인샵,서울특별시 영등포구 당산로 229,영등포구,서울특별시 영등포구,37.5346602,126.9028802,FALSE,11190,당산역,,당산역 근처
영스파,로드샵,서울특별시 영등포구 양산로 지하 200,영등포구,서울특별시 영등포구,37.52254883,126.904962,FALSE,11190,영등포시장역,영등포시장역 4번출구,4번출구 1분거리
L2스웨디시,로드샵,서울특별시 영등포구 국제금융로 108,영등포구,서울특별시 영등포구,37.5187228,126.9335595,TRUE,11190,,,미라클빌딩 지하1층
코코테라피,로드샵,서울특별시 영등포구 의사당대로 지하 166,영등포구,서울특별시 영등포구,37.517274,126.928422,FALSE,11190,샛강역,,샛강역 부근
테란1인샵,1인샵,서울특별시 영등포구 경인로114길 19,영등포구,서울특별시 영등포구,37.5181152,126.9155045,TRUE,11190,,,영등포 로터리 인근
미미1인샵,1인샵,서울특별시 영등포구 양산로 지하 200,영등포구,서울특별시 영등포구,37.5210747,126.9066805,FALSE,11190,영등포시장역,,영등포시장역 인근
비타민스웨디시,1인샵,서울특별시 종로구 종로 지하 55,종로구,서울특별시 종로구,37.5700105,126.9821081,FALSE,11010,종각역,,종각역인근
mong테라피,로드샵,서울특별시 종로구 종로 지하 55,종로구,서울특별시 종로구,37.5700105,126.9821081,FALSE,11010,종각역,,종각역인근
힐링테라피,1인샵,서울특별시 중랑구 망우로 297,중랑구,서울특별시 중랑구,37.5967657,127.0860297,FALSE,11070,,,상세주소 유선문의
하루1인샵,1인샵,서울특별시 중랑구 망우로 297,중랑구,서울특별시 중랑구,37.5967657,127.0860297,FALSE,11070,상봉역,,상봉역
