source_site,crawled_at,listing_url,detail_url,external_id,name_raw,category_raw,phone_number
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=216706&uptime=1771416626&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=2&bizName=%ED%9C%B4%EA%B2%8C%ED%85%94&_stx=%EA%B0%95%EB%82%A8-%EB%A7%88%EB%8F%88%EB%82%98&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=216706&uptime=1771416626&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=2&bizName=%ED%9C%B4%EA%B2%8C%ED%85%94&_stx=%EA%B0%95%EB%82%A8-%EB%A7%88%EB%8F%88%EB%82%98&fin=Y,216706,하숙집휴게텔,건마 | 안마,010-2177-5166
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=700875&uptime=1771417478&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%EC%98%AC%EB%A6%AC%EB%B8%8C%EA%B1%B4%EB%A7%88&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=700875&uptime=1771417478&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%EC%98%AC%EB%A6%AC%EB%B8%8C%EA%B1%B4%EB%A7%88&fin=Y,700875,⏩비누범벅⏪,1인샵 | 건마 | 마사지 | 스웨디시 | 안마,010-3981-9208
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=537552&uptime=1771424816&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EC%98%AC%EB%A6%AC%EB%B8%8C%EC%98%A4%ED%94%BC&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=537552&uptime=1771424816&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=1&bizName=%EC%98%A4%ED%94%BC&_stx=%EA%B0%95%EB%82%A8-%EC%98%AC%EB%A6%AC%EB%B8%8C%EC%98%A4%ED%94%BC&fin=Y,537552,무지개,건마 | 안마,010-8407-5436
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=879857&uptime=1757678624&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=5&bizName=%EC%95%88%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%E2%AD%90%EB%B2%A0%EC%8A%A4%ED%8A%B8%EC%95%88%EB%A7%88%E2%AD%90&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=879857&uptime=1757678624&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=5&bizName=%EC%95%88%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%E2%AD%90%EB%B2%A0%EC%8A%A4%ED%8A%B8%EC%95%88%EB%A7%88%E2%AD%90&fin=Y,879857,⭐베스트안마⭐,건마 | 안마,010-6494-9115
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=16001&uptime=1771338248&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%EB%AF%B8%EB%9F%AC%EB%A3%B8%E2%9D%A4%EF%B8%8F%ED%92%80%EC%8B%B8%EB%A1%B1%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%EC%8B%A0%EC%84%B8%EA%B2%BD%EC%8B%A4%EC%9E%A5%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=16001&uptime=1771338248&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%EB%AF%B8%EB%9F%AC%EB%A3%B8%E2%9D%A4%EF%B8%8F%ED%92%80%EC%8B%B8%EB%A1%B1%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%EC%8B%A0%EC%84%B8%EA%B2%BD%EC%8B%A4%EC%9E%A5%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F%E2%9C%A1%EF%B8%8F&fin=Y,16001,❤️베리엔굿❤️풀싸롱❤️강철중,건마 | 안마,010-8406-9646
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=15987&uptime=1771372228&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%9C%85%E2%9C%8524%EC%8B%9C%E2%9B%94%ED%95%98%EB%93%9C%ED%84%B0%EC%B9%98%EB%A3%B8%E2%9C%85%E2%9C%85%E2%9D%A4%EF%B8%8F%EC%8B%A4%EC%82%AC%EA%B3%B5%EA%B0%9C%E2%9D%A4%EF%B8%8F%EC%97%AC%EB%8C%80%EC%83%9D+BJ+%EB%AA%A8%EB%8D%B8%E2%9D%A4%EF%B8%8F&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=15987&uptime=1771372228&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%9C%85%E2%9C%8524%EC%8B%9C%E2%9B%94%ED%95%98%EB%93%9C%ED%84%B0%EC%B9%98%EB%A3%B8%E2%9C%85%E2%9C%85%E2%9D%A4%EF%B8%8F%EC%8B%A4%EC%82%AC%EA%B3%B5%EA%B0%9C%E2%9D%A4%EF%B8%8F%EC%97%AC%EB%8C%80%EC%83%9D+BJ+%EB%AA%A8%EB%8D%B8%E2%9D%A4%EF%B8%8F&fin=Y,15987,❤️베리엔굿❤️풀싸롱❤️강철중,건마 | 마사지 | 안마,010-7657-9033
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=15573&uptime=1771373907&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EC%95%BC%EA%B5%AC%EC%9E%A5%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EB%AF%B8%EB%9F%AC%EB%A3%B8%E2%9C%A1%EF%B8%8F%ED%92%80%EC%8B%B8%EB%A1%B1%E2%9C%A1%EF%B8%8F%EC%9E%A5%EC%9B%90%EC%98%81%E2%9C%A1%EF%B8%8F&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=15573&uptime=1771373907&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EC%95%BC%EA%B5%AC%EC%9E%A5%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EB%AF%B8%EB%9F%AC%EB%A3%B8%E2%9C%A1%EF%B8%8F%ED%92%80%EC%8B%B8%EB%A1%B1%E2%9C%A1%EF%B8%8F%EC%9E%A5%EC%9B%90%EC%98%81%E2%9C%A1%EF%B8%8F&fin=Y,15573,❤️베리엔굿❤️풀싸롱❤️강철중,건마 | 안마,010-5944-8390
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=145938&uptime=1771376805&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EC%95%BC%EA%B5%AC%EC%9E%A5%ED%92%80%EC%8B%B8%EB%A1%B1%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EC%98%88%EC%81%9C%EA%B9%80%EB%8B%A4%EB%AF%B8%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EB%A7%A4%EC%A7%81%EB%AF%B8%EB%9F%AC%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=145938&uptime=1771376805&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=4&bizName=%EC%88%A0%EC%A7%91&_stx=%EA%B0%95%EB%82%A8-%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EC%95%BC%EA%B5%AC%EC%9E%A5%ED%92%80%EC%8B%B8%EB%A1%B1%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EC%98%88%EC%81%9C%EA%B9%80%EB%8B%A4%EB%AF%B8%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F%EB%A7%A4%EC%A7%81%EB%AF%B8%EB%9F%AC%E2%93%82%EF%B8%8F%E2%93%82%EF%B8%8F&fin=Y,145938,❤️베리엔굿❤️풀싸롱❤️강철중,건마 | 안마,010-8355-6233
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=1475345&uptime=1771349928&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-VVIP%EB%8D%B0%EC%9D%BC%EB%A6%AC&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=1475345&uptime=1771349928&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-VVIP%EB%8D%B0%EC%9D%BC%EB%A6%AC&fin=Y,1475345,⏩비누범벅⏪,1인샵 | 건마 | 마사지 | 스웨디시 | 안마,010-4309-6446
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=2052732&uptime=1771390782&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%E2%9A%9B%EF%B8%8F%EB%8D%B0%EC%9D%B4%EC%A7%80%EC%8A%A4%EC%9B%A8%EB%94%94%EC%8B%9C%E2%9A%9B%EF%B8%8F&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=2052732&uptime=1771390782&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=3&bizName=%EA%B1%B4%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%E2%9A%9B%EF%B8%8F%EB%8D%B0%EC%9D%B4%EC%A7%80%EC%8A%A4%EC%9B%A8%EB%94%94%EC%8B%9C%E2%9A%9B%EF%B8%8F&fin=Y,2052732,⏩비누범벅⏪,1인샵 | 건마 | 마사지 | 스웨디시 | 안마,010-8211-5861
opga037.com,2026-02-19 01:17:48,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=19536&uptime=1771390118&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=5&bizName=%EC%95%88%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%E2%8F%A9%E3%81%AC%E3%82%8B%E3%81%B2%E3%82%9A%E3%81%9F%E2%8F%AA&fin=Y,https://opga037.com/bbs/board.php?bo_table=op_partner_posting&wr_id=19536&uptime=1771390118&cat=1&addrName=%25EC%2584%259C%25EC%259A%25B8-%25EA%25B0%2595%25EB%2582%25A8&bizName=%25EC%25A0%2584%25EC%25B2%25B4&cat=1&cat2=2&addrName=%EA%B0%95%EB%82%A8&biz=5&bizName=%EC%95%88%EB%A7%88&_stx=%EA%B0%95%EB%82%A8-%E2%8F%A9%E3%81%AC%E3%82%8B%E3%81%B2%E3%82%9A%E3%81%9F%E2%8F%AA&fin=Y,19536,⭐베스트안마⭐,건마 | 마사지 | 안마,010-8270-1965
